аԥсны,75
уи,63
анқәаб,50
иара,37
—,34
ахада,26
лаҵарамза,25
ашықәс,24
ауп,24
ҳ,24
ҟ,24
рашәарамза,23
ԥхынгәымза,23
нанҳәамза,23
цәыббрамза,23
ԥхынҷкәынмза,23
убас,23
амзар,22
иит,22
рыԥсҭазаара,22
иалҵит,22
жәабранмза,21
хәажәкырамза,21
мшаԥымза,21
шықәса́,20
иулиантәи,20
ахҭысқəа,20
ажьырныҳәамза,20
жьҭаарамза,20
абҵарамза,20
шрзы,20
аха,16
а,16
ала,16
аамҭаз,15
ш,11
иареи,11
аҳәынҭқарра,11
рзы,11
с,11
ашьҭахь,10
усҟантәи,10
иҟаз,10
араион,9
аҟәа,9
қырҭтәыла,9
шзы,9
урыстәыла,9
аԥсуа,8
аҳәынҭқарратә,8
урҭ,8
икандидатура,8
ашәҟәы,7
26,7
иахҟьаны,7
аҩныҵҟатәи,7
ари,7
2014,7
шықәса,6
ахь,6
аус,6
александр,6
ихаҭыԥуаҩс,6
арӡынба,6
ирымаз,6
ажәлар,6
иҟоу,6
ақырҭуа,6
зқьы́,6
ҩажәи́,6
аҿы,5
в,5
тәи,5
аԥснытәи,5
дҟаҵан,5
далхын,5
убри,5
аиҿцәажәара,5
акәын,5
2011,5
27,5
акыр,5
мап,5
«аиҭаира»,5
ҳәа,5
апартиа,5
багаԥшь,5
еиҳарак,5
атәыла,5
амш,5
адгылара,5
бы́жьшәи,5
ақыҭа,4
шықәсазы,4
москва,4
жәлар,4
шәи́,4
гәдоуҭа,4
акәхоит,4
инаркны,4
аусқәа,4
рыла,4
ақалақь,4
аибашьра,4
рҿы,4
ауааԥсыра,4
р,4
даара,4
алхратә,4
аурыс,4
иоуит,4
урыстәылатәи,4
милаҭ,4
ԍ,4
гочуа,3
1941,3
диит,3
нас,3
дҭалоит,3
институт,3
аԥсныҟа,3
шыкәсазы,3
москваҟа,3
хәшәи́,3
ҧшьы́нҩажәи,3
хы́нҩажәи,3
1952,3
дыҟан,3
еиҳабыс,3
даныҟаз,3
диасуеит,3
ашықәсан,3
иажәақәа,3
асовет,3
рыбжьара,3
24,3
анаԥхгара,3
шамба,3
қырҭтәылеи,3
19921993,3
мшы,3
ихы,3
уа,3
аполитикатә,3
ара,3
партиа,3
рус,3
аманы,3
абызшәа,3
арҭ,3
аҩбатәи,3
зегь,3
аҟынтәи,3
аамҭала,3
29,3
рхы,3
дыҟанаҵ,3
иман,3
иахьа,3
лакоба,3
ахара,3
гал,3
аҩныҵҟа,3
1,3
гәыԥ,3
ихадоу,3
ишьра,3
бызшәа,3
зыршаҳаҭуа,3
1928,3
ҩы́нҩажәи,3
28,3
кириллтәи,3
аҩыратә,3
нбан,3
михаил,2
1906,2
лӡаа,2
гагра,2
севастополь,2
абиографиа,2
аҵара,2
ашкол,2
шықәсык,2
иҵара,2
дцоит,2
ссср,2
м,2
иуан,2
иҭыҵит,2
ракадемиа,2
и,2
поезиа,2
жәа́ф,2
золотинскаиԥа,2
аур,2
асср,2
ростовтәи,2
азын,2
ԥхынҷкәымза,2
ихигеит,2
аҟәатәи,2
аиуристә,2
ҭагылаазшьа,2
раԥхьа,2
иԥсадгьыл,2
дҟалоит,2
лксм,2
ровд,2
иаамҭаз,2
1983,2
қырҭтәылатәи,2
сср,2
еиуеиԥшым,2
аминистыр,2
иҟалаз,2
аҭагылазаашьа,2
иреиҳаӡоу,2
1992,2
аҩнуҵҟатәи,2
иҟалеит,2
аанкылан,2
наԥхгара,2
аминистрра,2
анаԥхгареи,2
напхгара,2
ззиуаз,2
анқәаби,2
багаԥшьи,2
дареи,2
алагамҭаз,2
аанкылара,2
аидыслара,2
ихҟьаны,2
аҩганкгьы,2
ибзоурала,2
ицоз,2
инареиҳаны,2
1993,2
амчратә,2
еилазаара,2
аҟынтә,2
1994,2
аиҳабы,2
аҭагылаӡаашьа,2
ихьысҳан,2
рҭагылазаашьа,2
1999,2
аҽны,2
имаз,2
ажурналистцәа,2
иҟалараны,2
абжьыҭирақәа,2
ишазгәеиҭаз,2
аконституциеи,2
абжьыҭираҿ,2
ииасуеит,2
абжьыҭирақәарҿ,2
аиааира,2
атандем,2
2005,2
ирылаҳәан,2
хықәкыра,2
иргылан,2
7,2
миллион,2
нызықь,2
тонн,2
рҟынӡа,2
иамаз,2
ма,2
60,2
аҳәынҭқар,2
иалыхраан,2
жәабранымза,2
ихаҭыԥуаҩ,2
рҟынтәи,2
21,2
иакәын,2
иусқәа,2
реизара,2
иахь,2
иалхраҿ,2
афорум»,2
«аԥсны,2
аџьынџьтәылатә,2
шш,2
аветеранцәа,2
«амцахара»,2
абжьқәа,2
аладырхәит,2
ахадараҿ,2
изныкымкәа,2
аҳәара,2
избанзар,2
ирыбжьаз,2
иҟаиҵаз,2
алыҵшәа,2
ашәарҭадара,2
ихаҭа,2
иԥхьатәара,2
амчра,2
ипаспорт,2
шәача,2
ахьчара,2
ҭагылазаашьа,2
иҟарҵаз,2
аԥхьа,2
аоппозициа,2
алахәылацәеи,2
афедерациа,2
ахадара,2
ԥхьатәара,2
апрокурор,2
хада,2
шрымазгьы,2
азин,2
изин,2
рахь,2
рауль,2
ҳаџьымба,2
анырра,2
бжьаниа,2
ауаа,2
2017,2
ҩыџьа,2
хадас,2
иалахәыз,2
павел,2
иҟазарц,2
астатус,2
наука,2
аԥсуаа,2
зегьы,2
хәба́,2
акы́,2
ингәыштәыла,2
республика,2
кавказ,2
ажәларқәа,2
рыӡбахә,2
иқәынхоит,2
уҳәа,2
азхьарԥшқәа,2
жәи́ԥшь,2
702,2
ҩба́,2
702тәи,2
мшаԥымза́,2
григориантәи,2
ду,2
анҵәамҭанӡа,2
иаанхоит,2
ахҭысқәа,2
graphemica,2
ҩы́шәи,2
жәо́хә,2
хы́шәи,2
жәба́,2
г̣,2
х̌,2
30,2
нанҳәамза́,2
дмитрииԥа,1
шәҟәыҩҩы,1
поет,1
дҭахеит,1
ииул,1
мзазы,1
ахьчараан,1
аӷа,1
итанк,1
иҽаҵаижьт,1
иҵон,1
лӡаатәи,1
калдахәара,1
1925,1
педагогтә,1
техникум,1
даналга,1
1931,1
аредакциатбәҭыжьырҭатә,1
даанахәоит,1
аиҳа,1
дызнымхкитб,1
дычмазаҩхеит,1
дхынҳәнуит,1
1936,1
ацҵаразы,1
ҩаԥхьа,1
ажурналистика,1
абраҟагь,1
деиҭачмазаҩхоит,1
аҟәеҟа,1
дыхнымҳәыр,1
амуит,1
афашист,1
германиа,1
ианақәла,1
ихата,1
гәаԥхарала,1
афронт,1
аиҭагатә,1
жанр,1
аҿгьы,1
иеҭагамиҭақәоул,1
горки,1
ирҿиамҭә,1
«аҵан»,1
иеиҭаргеит,1
маани,1
лопе,1
де,1
вега,1
иаԥҵамҭа,1
«лауренсиа»,1
дырмит,1
гәлиеи,1
еицеиҭаргеит,1
«игор,1
ир,1
ирыхҳәаау,1
ажәа»,1
1940,1
ианиҵон,1
рҿаԥыцтә,1
хәамҭақәа,1
абиблиографиа,1
ианҵамҭақәеи,1
иеиҭагамҭақәеи,1
1962,1
алитература,1
аҭҵаарадыррақәа,1
д,1
гәлиа,1
ихьӡ,1
зху,1
аԥсуаҭҵааратә,1
«аԥсуа,1
антологиа,1
xx,1
ашәышықәса»,1
аҟәамосква,1
2009,1
ад,1
909910,1
596,1
596тәи,1
163,1
хԥа́,1
163тәи,1
алекса́ндр,1
золоти́нскович,1
анква́б,1
аԥыза,1
министроуп,1
ауниверситет,1
иҵеит,1
иуеит,1
рмаҵура,1
уаҩыс,1
комсомол,1
хәаԥ,1
амилиционер,1
иҭаацәараҿ,1
аҭаацәараҿ,1
дреиҳабын,1
ихыҿратәи,1
иқәыԥшратәи,1
ашықысқәа,1
аҳҭнықалақь,1
дилгоит,1
№16,1
1970,1
университет,1
факультет,1
иҭаацәартә,1
алгара,1
аҿҳәараамҭа,1
аанӡа,1
далгар,1
1974,1
иоднокурскцәа,1
аԥышәарақәа,1
қәҿиарала,1
иҭиуеит,1
1975,1
даныхынхәлак,1
аԥснытәы,1
аболостә,1
комитет,1
акомсомолтә,1
абжьгаҩс,1
аминистерратә,1
азиндыараҿ,1
ԥыҭрак,1
дыиаргоит,1
аоблосттә,1
акомитет,1
амҩақәаҵаҩ,1
имаҵураҿы,1
насшәа,1
аҟәша,1
маӡаныҟәгаҩыс,1
1978,1
амаҵура,1
иқәԥшқәаз,1
амаӡааныҟәгаҩцәа,1
дыруаӡәкын,1
еиҿкаан,1
ахор,1
1979,1
иреиӷьыз,1
аколективтә,1
хорқәа,1
иреиуахеит,1
1981,1
шнӡа,1
цк,1
акомпартиа,1
административтә,1
усҳәарҭақәарҿ,1
1984,1
шықәсарзы,1
1990,1
лаҵарамзаз,1
қырҭтәылеиаԥсны,1
рыҩныҵҟа,1
иҩеит,1
арапорт,1
аҟәаҟа,1
уаҳа,1
џьаргьы,1
иуӡамызт,1
ишиҳәоз,1
изхара,1
иуацәеи,1
иҩзцәеи,1
ибеит,1
1991,1
депутатыс,1
дҟаиҵан,1
рминистырс,1
инаԥхгара,1
ҿыцаҿ,1
аигәҭасра,1
уcҟантәи,1
наԥхьара,1
азызуаз,1
гиви,1
ломинаӡе,1
иҟаиҵеит,1
адҵара,1
иаҭара,1
зыршаҳаҭхаша,1
қарҭынтәи,1
иааигарцаз,1
аҩныҟатәи,1
рхан,1
ар,1
зиҭоз,1
министрс,1
дшьақәырӷәӷәан,1
аҵыхытәан,1
еиқәархеит,1
қырҭтәы,1
ирибжьаз,1
аиҩзаратә,1
еизыҟазаашьа,1
маҷӡакгьы,1
игәы,1
еихьнашьуан,1
министырра,1
инеира,1
абас,1
иаҳыҟьалаз,1
нанхәамзазы,1
архәҭақәа,1
ианалала,1
имиасыр,1
ԥсыхәа,1
амоуит,1
аанкылеит,1
имҩаԥыргарц,1
аанкылараз,1
апроцесс,1
даҟәыхны,1
ихаҭыԥан,1
анаҩсан,1
аусдҵас,1
иахылаԥшыр,1
атҟәацәа,1
наҟааҟ,1
реиҭныԥсахра,1
азҵаара,1
ҟырҭтәыла,1
анҭыҵтәи,1
аԥшыхәра,1
автондил,1
иоселиани,1
иазгәаиҭахьан,1
аҭҟәацәа,1
имаҷҩым,1
еиқәдырхаз,1
аԥсуеи,1
ақырҭқәеи,1
рыбжара,1
ихьон,1
ирылеиҳәаз,1
адырраҿ,1
431,1
иалахәын,1
12нызықьҩык,1
рахьынтәи,1
иҭахеит,1
2700,1
5нызықьҩык,1
инархыҳәҳәо,1
ироуит,1
ахәрақәа,1
200,1
хабарда,1
ибжьаӡыз,1
ирхыԥхьаӡалоуп,1
ахақәыҭраан,1
иалахаз,1
17ҩык,1
ршәарҭадара,1
рзеиқәмырхеит,1
инархиҟьаны,1
абҵараамза,1
8,1
имаҵура,1
дақәиҭын,1
иҭаацәа,1
иманы,1
анхара,1
ирласны,1
афирма,1
«инексбезопасности»,1
ицхырааҩс,1
еиуиԥшым,1
абизнес,1
усхкқәа,1
дырҿын,1
есааира,1
дрылахәын,1
ацхырааратә,1
проектқәа,1
ԥарала,1
дрыцхраауан,1
кәашаратәи,1
ахори,1
аколлективқәа,1
ицхыраарала,1
ҩтомк,1
иадҳәалаз,1
дрыцхрааит,1
ԥыҭҩык,1
шәҟәыҩҩцәа,1
рышәҟәқәа,1
рҭыжьраҿ,1
економикала,1
имариамызт,1
ашколқәа,1
ихатә,1
харџь,1
ахшәааны,1
ишьақәыргылан,1
иқыҭа,1
гәакьа,1
хәаԥтәи,1
абжьаратә,1
школ,1
ахәаԥшцәа,1
изларбоз,1
иакәхон,1
бжьыҭыраҿ,1
иҿагылоз,1
иалагалаз,1
аценз,1
аҭыԥинтәалара,1
изықәыргылаӡом,1
иубилеи,1
ахәылԥаз,1
ацәеикуеит,1
дырзаԥхьоит,1
акыраамҭа,1
алекциа,1
ҭагылаазашьа,1
руаӡк,1
игәалашәараҿ,1
излазгәеиҭоз,1
иааҟәымҵӡақәа,1
иасуаз,1
имабилтә,1
ҭел,1
дагьазхьаԥшуамызт,1
аҭак,1
ҟаиҵеиз,1
знык,1
апремиа,1
зҽаԥсазтәыз,1
аопера,1
артист,1
хьыбла,1
гьерзмаа,1
2003,1
дхынҳәуеит,1
дахьааиз,1
еиҿикаауеит,1
аамҭа,1
ихадараз,1
азеиԥшполитикатә,1
хыс,1
изауз,1
иӡбеит,1
ихатәы,1
кандидатура,1
ықәиргыларц,1
абжьыҭыратә,1
компаниаан,1
диқәыз,1
боит,1
ипрезидентыз,1
ишаазгәеиҭаз,1
иҵакыреи,1
иашахәҭоу,1
нарыгӡаӡом,1
атәылаҿ,1
ишахәҭоу,1
акорупциа,1
ахы,1
иақәиҭуп,1
еизааигәаны,1
ахатә,1
закәан,1
иҟаларц,1
цәыббрамзаз,1
абжьытира,1
центраҿ,1
ацәкын,1
ҽыҵгас,1
иҟарҵон,1
акыршықәса,1
итәылаҿ,1
дахьнымхоз,1
шидыруа,1
аԥышәара,1
ахьацәикыз,1
иҿыдоу,1
алингвистә,1
центра,1
акомиссиа,1
алахәылацәа,1
иазхарҵеит,1
бзианы,1
ишидыруа,1
анацкха,1
ашьтахь,1
идгылоз,1
икандидатурахь,1
анеҩсан,1
игоит,1
абжьыҭиираҿ,1
иигаз,1
ааиаира,1
ацәкы,1
ииашаӡам,1
ажьырныҳәамзазы,1
2005шрзы,1
имҩаԥгаз,1
агеит,1
ахадас,1
хаџьынба,1
ихаҭыԥаҩс,1
12,1
икәгылараҿ,1
премиерминистрс,1
дшалху,1
амаҵураҿы,1
ззиуа,1
аекономика,1
ихьысҳаз,1
еаш,1
рыцҳаражәҳәҩ,1
џьон,1
таффоти,1
реиԥылараҿ,1
иҳәан,1
абиудџьет,1
ишамоу,1
644,1
мааҭ,1
изызкыз,1
ахьчареи,1
аҭахрақәи,1
ракәын,1
ацитрустә,1
експорт,1
имаҷхеит,1
110,1
илаҟәит,1
35,1
аинфраструктура,1
ихырбгалан,1
аибашьраан,1
иумыхәо,1
иажәын,1
амуниципалтә,1
цәгьан,1
афымцамҩгагақәеи,1
урыстәылантәи,1
аинвестициа,1
иалалоз,1
маҷк,1
доллар,1
инахыҳәон,1
2008,1
инапхгарала,1
напаркын,1
инарҭбаау,1
ареконструкциатә,1
усхкы,1
афон,1
ҿыцтәи,1
аманахҩны,1
ашьақәыргылараз,1
ишахәҭаз,1
цәгьақәа,1
ирыхҟьаны,1
аӡы,1
иаҵалоз,1
еиҿкааз,1
имчыдан,1
абжьыҭираан,1
иарбаз,1
апунктқәа,1
акагьы,1
азынамыгӡеит,1
аҳәамҭала,1
изхҟьаз,1
иахьҳәынҭқарратәымыз,1
«иаку,1
аԥсны»,1
дықәнаргылеит,1
апрезидент,1
президентс,1
иаиут,1
абыжьқәа,1
актәи,1
атураҿ,1
2010,1
15,1
золотинскиԥа,1
шамбеи,1
реиԥш,1
имаӡамызт,1
дарароуп,1
илшеит,1
ахԥатәи,1
аҭыԥахь,1
инаскьагара,1
азы,1
иауз,1
ачымазара,1
бааԥс,1
назыгӡоз,1
иԥсҭазаара,1
даналҵ,1
инаигӡон,1
изаамҭанымкәа,1
иҟалоз,1
ажьыҭирақәа,1
рза,1
акандидатура,1
ахьықәиргылоз,1
аҟын,1
нугзар,1
ашәба,1
25,1
центртә,1
комиссиа,1
иҭарҩит,1
иҭыԥан,1
дҭаҩын,1
гәлрыԥшь,1
логуа,1
штаб,1
напхгаҩыс,1
леонид,1
лакербаи,1
деиканҩуан,1
асоциал,1
демократиатә,1
сергеи,1
шамиль,1
аӡынба,1
ықәгылан,1
аопозициатә,1
«жәлар,1
ракзаара,1
ҳаџьынба,1
ихаҭыԥҩас,1
дцон,1
светлана,1
џьергениа,1
ықәызыргылаз,1
апартиақәа,1
акзаара»,1
раамышьҭахь,1
иоут,1
адгылар,1
еибашьра,1
рхеилак,1
хеилаки,1
аҿар,1
рфорум,1
ахеилаки,1
иҟарҵеит,1
икандидатураз,1
абжьыҭыраҿы,1
5496,1
72,1
алхыҩцәа,1
идикылеит,1
иҳәынҭқарра,1
аҿаԥхьа,1
аҭоуба,1
ахадарахь,1
даннеи,1
ирылеиҳәеит,1
иаҭыԥуаҩ,1
иус,1
еиҳа,1
армариара,1
зынӡа,1
ипарламент,1
ҳәынҭқарран,1
аҟаҵара,1
ахадеи,1
еиԥылахьан,1
аиԥылара,1
чехиатәи,1
аҵҳаратәҳәаҩи,1
2013,1
агәыҳалалратә,1
форум,1
ҟаиҵоит,1
москватәи,1
апатриарх,1
ишҟа,1
анцәахаҵаратә,1
уахәамақәеи,1
аепископи,1
хылаԥшра,1
азиурц,1
анҵәахаҵаратә,1
уахәамеи,1
адоуҳатә,1
культуреи,1
ирымаӡам,1
аимадара,1
агәра,1
ганы,1
анцәа,1
хаҵара,1
ауахәамақәа,1
аиҿагылара,1
аԥыххоит,1
аԥшьгара,1
иазаамырԥшит,1
жьҭараамза,1
аԥхьатәара,1
дишьҭуеит,1
ахеилак,1
амаӡаныҟәгаҩ,1
станислав,1
дақәшаҳаҭымхеит,1
идиҵоит,1
импыҵаирхалеит,1
аполитикцәа,1
изыхҟьаз,1
анхаҩцәа,1
змоу,1
аформа,1
№9,1
ихьыԥсаххьаз,1
атәлауаҩ,1
иҽалаирхәит,1
аӡынтәи,1
аолимпиадтә,1
хәмаррақәа,1
раартра,1
ацеремониа,1
иаҳәарала,1
иасасцәан,1
аолимпиада,1
иалахәызи,1
асасцәеи,1
еиҿкаарала,1
аолимпиадатә,1
комплексқәа,1
рыргылараан,1
аԥснынтәи,1
иашьҭуан,1
аинерттә,1
ргыларатә,1
маҭәахәқәа,1
аҳәаа,1
нахь,1
шәарҭадаратә,1
структура,1
инаҳараку,1
ахылаԥшра,1
арҭеит,1
нанҳәамзанӡа,1
иуадаҩхеит,1
инахырҟьаны,1
агәамҵра,1
икылнагеит,1
амчхара,1
ахан,1
аанкыларахь,1
амитынгаҿы,1
еизаз,1
рықәгылараҿ,1
иазгәарҭоз,1
апунтқәа,1
иреиуан,1
изакәанымқәа,1
атәылауаҩ,1
иҭара,1
афинанстә,1
цхыраара,1
дара,1
даҽа,1
ус,1
аиагара,1
авторитартә,1
аҟалара,1
мҩаԥыгон,1
агәынамӡаҩцәеи,1
мчыла,1
иааныркылаз,1
хан,1
шамоуаз,1
аниба,1
еиҿанамгаларц,1
азыҳәан,1
арратә,1
база,1
ирыцҵахоит,1
апарламент,1
аиҿцәажәараҿ,1
рашид,1
нургалиеви,1
ицхырааҩ,1
владислав,1
суркови,1
аиҿцәажәарақәа,1
лыҵшәадахеит,1
нижьыр,1
ицыз,1
икамандеи,1
ишцаз,1
иақәиҭын,1
храионк,1
дақәиҭы,1
аҩыганкгьы,1
ачҳара,1
ибзоураны,1
наҟааҟы,1
абџьар,1
матәа,1
ашәарҭадараҭә,1
закәанла,1
иалхыз,1
риимҭаӡеит,1
ахысра,1
иазгәаҭан,1
абжьыҭира,1
абжьыҭырақәарҿ,1
аԥхьахә,1
игеит,1
аԥхьагыла,1
данцаз,1
иааиз,1
ҿыц,1
имирхит,1
хьчара,1
нахырҟьаны,1
нхара,1
диасыр,1
уахьынтәи,1
аиҭон,1
дидгылеит,1
аинралмоиор,1
аслан,1
ԥахьатәи,1
дцәырҵит,1
31,1
даҭааит,1
«форумхолле»,1
алхра,1
аламҭалаз,1
бжьаниеи,1
уажәларреи,1
диаспореи,1
реиқәшәараҿ,1
дзыдгылоз,1
аҭыԥ,1
аанакылеит,1
14,1
бжьыла,1
диеиҵахеит,1
2015,1
шзгы,1
иҭагылазаашьа,1
нхарҭа,1
ҭыԥс,1
жәабранмзазы,1
аԥшьгаратә,1
еиҿнакааз,1
аҿцьәажәараҿ,1
иӡбан,1
ареспублика,1
қалақь,1
ӷәдоуҭа,1
ҭыԥ,1
№18,1
еизаратә,1
депутатс,1
иқәыргилара,1
дхынҳәны,1
еиҿикааит,1
иқәгылараҿы,1
еибашра,1
рпартиа,1
«аԥра»,1
иаанарԥшит,1
рықәгыларҿ,1
иазгәарҭеит,1
агәынамӡара,1
иазыруит,1
акритика,1
ракӡаара,1
росбалт,1
аналитикцәа,1
ишырыԥхьаӡо,1
аҭагылазаашьаҿ,1
еиҳараҩык,1
аелекторатцәа,1
хаџьымба,1
ииҳәаз,1
рҿаԥхьа,1
азыбжакгьы,1
ахьизынамыгӡаз,1
ианизхьаҳә,1
аҽазнык,1
аполитикаҿ,1
ицәырҵра,1
акраҵанакуеит,1
2019,1
аконституциа,1
ишазыԥҵәоу,1
қәрала,1
даццаӡом,1
азиеи,1
кавкази,1
аинститут,1
мрагыларатәи,1
анаука,1
академиа,1
аусура,1
агәыԥ,1
аиҿкааҩ,1
скаков,1
макьана,1
акрызҵазкәа,1
политиказ,1
изаацәоуп,1
апарламентахь,1
52,1
фынтә,1
рҽазыркхьан,1
ԥшьынтәаԥызаминистрс,1
зныкзнык,1
даныҟази,1
данхадази,1
иоухьан,1
ҩынтә,1
ахәра,1
иҭархан,1
дзыхьчози,1
хынтә,1
ишьразы,1
аплан,1
ҟарҵахьан,1
рзынамыгӡеит,1
раԥхьатәи,1
аиакәым,1
рҽазкра,1
иҟаҵаз,1
аекспертцәеи,1
аполитикцәеи,1
ишиазгәарҭаз,1
иалкаан,1
иршыхамаз,1
хықәкыс,1
ирыман,1
аҭыгылазаашьа,1
аҭышәынтәалара,1
аилаҩнтра,1
анаҩстәқәа,1
аҽазкра,1
аекспертцәа,1
ишазгәаҭраз,1
уизыхҟьаз,1
дзгирхкьоз,1
имҩаԥигоз,1
акриминал,1
дахьазықәԥоз,1
ашьауӷатә,1
лыҵшәа,1
аԥшааран,1
иԥшаан,1
ацәгьаҟаҵаҩецәа,1
ргәыԥ,1
2007,1
2012,1
зҽазыкқәаз,1
атеррористә,1
«иамарат,1
кавказ»,1
аиҿкаацәа,1
рыжәаҩкри,1
ашьауӷа,1
ирԥшааз,1
рыдҵан,1
рахьынтә,1
аинралмаиор,1
асланбеи,1
кчач,1
икраан,1
ихала,1
иҽишьуеит,1
еигьырҭ,1
ацәгьауцәа,1
рыднаҵоит,1
ԥсраҽнынӡа,1
итакзаарц,1
амалрҳаҩ,1
иоуп,1
иԥхьаӡан,1
ԥхь,1
ԥхынҷкәынымза,1
13,1
аҩдатәи,1
ишыра,1
иишақәргылам,1
хаҭарала,1
дшьын,1
абанда,1
аиҿкаанцәа,1
руаҵк,1
барцыц,1
уажәраанцәа,1
дыхықоуп,1
ихаҭара,1
шақәргылаӡам,1
аамҭак,1
дыҟоуп,1
аԥсни,1
уристәылеи,1
дыртәылауҩны,1
атәылауҩа,1
ихаҭарнак,1
иаҳасибала,1
абжьыҭырақәа,1
рылаирхәуан,1
дадгилоит,1
урыстәылеи,1
реизааигәатәара,1
афициал,1
статус,1
даҿагылоит,1
анкьатәи,1
амамзарц,1
ибри,1
шынхогьы,1
хьаас,1
имкыкәа,1
иполитикатә,1
усураҿ,1
дыдгылоит,1
еизеиҟараны,1
азакәанқәа,1
рымазарц,1
хазхазы,1
еиҟәыҭханы,1
ҩҳәынҭқарракны,1
даҿагалоит,1
ахҵәаҩцәа,1
рыхынҳәара,1
иаланхоз,1
рымацара,1
ада,1
иазгәаҭатәу,1
аԥсы,1
инхо,1
милаҭқәа,1
згьы,1
ириҭан,1
атәылуаҩра,1
иаамҭа,1
аҭыԥқәа,1
ананыкылоз,1
данахадазгьы,1
дарбан,1
уаҩзаалакгьы,1
аҭел,1
изасра,1
усзар,1
дидикылар,1
алшон,1
16,1
крим,1
имҩаԥнагаз,1
ареферендум,1
алаларазы,1
иазгәыҭоит,1
аҳаҭыр,1
шақәнаҵо,1
иагьадгылоит,1
иаланхо,1
алхраҿ,1
бзиа,1
ибоит,1
аспорт,1
данынхоз,1
абнатә,1
ҳәақәа,1
рзышәарыцара,1
дханагалан,1
даман,1
иԥшәма,1
рымма,1
василиԥҳа,1
милаҭла,1
даԥсуоуп,1
абиологиатә,1
дакандидатуп,1
ирымоуп,1
ахшара,1
инал,1
иԥа,1
амидиаторцәа,1
разыҟаҵара,1
аексперттә,1
центр,1
зинтә,1
дисциплина,1
акафедра,1
адоцент,1
урыстәлатәы,1
жәларатә,1
нхамҩа,1
шәарҭадара,1
аҟны,1
акандидат,1
аҩыза,1
ахьӡ,1
аихамҩа,1
аргылараан,1
анџьныр,1
золотински,1
ижәла,1
иахаршалан,1
ирыздыуамызт,1
ираҳауаз,1
ахьӡи,1
ажәлеи,1
аивгарақәа,1
ҟабардантәи,1
хатәгәаԥхарала,1
иааны,1
еибашьуаз,1
аибашьыҩцәа,1
ирыҭҟәаз,1
ахаҭарнакцәа,1
азҭоз,1
аԥызааминистр,1
жиули,1
шартава,1
гәырам,1
габискириа,1
ишьын,1
уажәраанӡа,1
зхаҭара,1
шьақәыргылам,1
ардыԥхьала,1
ила,1
ишьақәргылаӡам,1
зыхҟьаз,1
иалыхра,1
ақәыргылараз,1
дынхар,1
аҩнуҵҟа,1
5,1
инеиԥынкыланы,1
аибашьраӡатәи,1
аексперт,1
рбагақәа,1
иалкаау,1
аҭыԥаҿ,1
ауаҩы,1
инхара,1
аилыркаага,1
агипертоникатә,1
кризис,1
ихьиз,1
ҽеила,1
ишьақәгылаанӡа,1
ахҟьахы,1
уаанӡа,1
инхоз,1
зманы,1
ирыма,1
қырҭтәла,1
амилаҭ,1
инхон,1
ирзеиԥшым,1
рыманы,1
амстердам,1
summer,1
olympics,1
jeux,1
olympiques,1
dété,1
de,1
аԥхынтәи,1
олимпиадатә,1
хәмарра,1
1705,1
1705тәи,1
541,1
541тәи,1
ингушетия,1
аин,1
гiалгiай,1
мохк,1
автономтә,1
урыстәылаҟны,1
адаҟьа,1
50жәларк,1
раҟара,1
инхоит,1
иаҳҳәап,1
азыхәцәа,1
ашәқәа,1
абазақәа,1
ачачанцәа,1
аингәышьцәа,1
аварцәа,1
алезгцәа,1
адарганцәа,1
алақцәа,1
аҭабасаранцәа,1
арутулцәа,1
аӷәылцәа,1
аҵахәырцәа,1
ақырҭқәа,1
агырқәа,1
ашәанцәа,1
аерманцәа,1
ауаԥсцәа,1
аталышцәа,1
аҟарачаицәа,1
абалҟарцәа,1
аҟәымыҟцәа,1
азербаиџьанцәа,1
анаҩеицәа,1
иҵегьы,1
адагьы,1
абра,1
атәым,1
жәларқәа,1
гәыԥгәыԥла,1
аурысцәа,1
аукраинеццәа,1
абырзенцәа,1
егьырҭгьы,1
аинформациа,1
аҳәынҭқаррақәа,1
ишаны,1
рықәҵоит,1
аҟәшақәа,1
иқәынхо,1
ранҵара,1
ацифратә,1
дыррақәеи,1
аетнографиатә,1
ҳсаалақәеи,1
иҟоуп,1
ingushetiaru,1
21тәи,1
1090,1
ԥшьы́нҩажәи,1
жәаба́,1
1090тәи,1
594,1
594тәи,1
ааба́,1
апре́ль,1
мшаԥы́,1
118,1
119,1
247,1
1235,1
1235тәи,1
349,1
349тәи,1
371,1
жәе́иза,1
371тәи,1
ҩажәи,1
жәаба,1
анатуралтә,1
ахыԥхьаӡара,1
ахьарԥшқәа,1
717,1
жәи́бжь,1
717тәи,1
105,1
105тәи,1
69,1
69тәи,1
1115,1
1115тәи,1
бжьба́,1
áвгуст,1
на́нҳәа,1
239,1
240,1
126,1
656,1
фы́шәи,1
656тәи,1
794,1
794тәи,1
1233,1
жәа́ха,1
1233тәи,1
1127,1
быжьба́,1
1127тәи,1
